Serial Number	Chemical 1	Chemical 2	Jaccard Similarity
731	DED000002	DED000205	0.10526315789473684
732	DED000002	DED000206	0.0
733	DED000002	DED000207	0.2
734	DED000002	DED000208	0.0
735	DED000002	DED000209	0.07142857142857142
736	DED000002	DED000211	0.09523809523809523
737	DED000002	DED000212	0.06451612903225806
738	DED000002	DED000213	0.14285714285714285
739	DED000002	DED000214	0.14285714285714285
740	DED000002	DED000215	0.3870967741935484
741	DED000002	DED000216	0.08
742	DED000002	DED000217	0.05
743	DED000002	DED000218	0.10526315789473684
744	DED000002	DED000219	0.07142857142857142
745	DED000002	DED000221	0.15384615384615385
746	DED000002	DED000222	0.2857142857142857
747	DED000002	DED000227	0.2631578947368421
748	DED000002	DED000229	0.15789473684210525
749	DED000002	DED000232	0.0
750	DED000002	DED000234	0.14634146341463414
751	DED000002	DED000235	0.1875
752	DED000002	DED000236	0.12
753	DED000002	DED000238	0.07407407407407407
754	DED000002	DED000242	0.15555555555555556
755	DED000002	DED000243	0.05555555555555555
756	DED000002	DED000244	0.125
757	DED000002	DED000245	0.12
758	DED000002	DED000247	0.03333333333333333
759	DED000002	DED000250	0.07692307692307693
760	DED000002	DED000251	0.0
761	DED000002	DED000252	0.022727272727272728
762	DED000002	DED000254	0.2222222222222222
763	DED000002	DED000255	0.06666666666666667
764	DED000002	DED000260	0.25
765	DED000002	DED000261	0.06896551724137931
766	DED000002	DED000262	0.1
767	DED000002	DED000263	0.07142857142857142
768	DED000002	DED000270	0.11214953271028037
769	DED000002	DED000271	0.0
770	DED000002	DED000274	0.1702127659574468
771	DED000002	DED000276	0.05263157894736842
772	DED000002	DED000277	0.07692307692307693
773	DED000002	DED000278	0.06
774	DED000002	DED000280	0.05263157894736842
775	DED000002	DED000286	0.2857142857142857
776	DED000002	DED000288	0.03125
777	DED000002	DED000289	0.24242424242424243
778	DED000002	DED000290	0.1282051282051282
779	DED000002	DED000291	0.09090909090909091
780	DED000002	DED000292	0.05555555555555555
781	DED000002	DED000293	0.08333333333333333
782	DED000002	DED000296	0.041666666666666664
783	DED000002	DED000302	0.0
784	DED000002	DED000305	0.10638297872340426
785	DED000002	DED000306	0.0
786	DED000002	DED000309	0.0963855421686747
787	DED000002	DED000310	0.07692307692307693
788	DED000002	DED000321	0.14285714285714285
789	DED000002	DED000322	0.05405405405405406
790	DED000002	DED000325	0.09090909090909091
791	DED000002	DED000330	0.1111111111111111
792	DED000002	DED000332	0.046511627906976744
793	DED000002	DED000334	0.09523809523809523
794	DED000002	DED000335	0.21052631578947367
795	DED000002	DED000341	0.047619047619047616
796	DED000002	DED000342	0.09090909090909091
797	DED000002	DED000343	0.15384615384615385
798	DED000002	DED000344	0.10714285714285714
799	DED000002	DED000345	0.25
800	DED000002	DED000348	0.21052631578947367
801	DED000002	DED000349	0.13157894736842105
802	DED000002	DED000350	0.1
803	DED000002	DED000352	0.125
804	DED000002	DED000353	0.14285714285714285
805	DED000002	DED000357	0.1
806	DED000002	DED000360	0.09090909090909091
807	DED000002	DED000362	0.10344827586206896
808	DED000002	DED000363	0.0
809	DED000002	DED000364	0.15384615384615385
810	DED000002	DED000365	0.3888888888888889
811	DED000002	DED000366	0.0
812	DED000002	DED000368	0.10843373493975904
813	DED000002	DED000369	0.13043478260869565
814	DED000002	DED000371	0.06578947368421052
815	DED000002	DED000374	0.0
816	DED000002	DED000375	0.0273972602739726
817	DED000002	DED000376	0.1875
818	DED000002	DED000377	0.15625
819	DED000002	DED000378	0.0
820	DED000002	DED000379	0.30434782608695654
821	DED000002	DED000380	0.07317073170731707
822	DED000002	DED000381	0.08571428571428572
823	DED000002	DED000383	0.0784313725490196
824	DED000002	DED000384	0.034482758620689655
825	DED000002	DED000387	0.14285714285714285
826	DED000002	DED000388	0.1282051282051282
827	DED000002	DED000390	0.11363636363636363
828	DED000002	DED000392	0.13636363636363635
829	DED000002	DED000394	0.0625
830	DED000002	DED000395	0.109375
831	DED000002	DED000396	0.23809523809523808
832	DED000002	DED000399	0.3333333333333333
833	DED000002	DED000411	0.11764705882352941
834	DED000002	DED000416	0.20833333333333334
835	DED000002	DED000417	0.13636363636363635
836	DED000002	DED000429	0.15789473684210525
837	DED000002	DED000433	0.12121212121212122
838	DED000002	DED000436	0.0
839	DED000002	DED000437	0.047619047619047616
840	DED000002	DED000438	0.0
841	DED000002	DED000441	0.046875
842	DED000002	DED000442	0.35
843	DED000002	DED000446	0.13636363636363635
844	DED000002	DED000448	0.09090909090909091
845	DED000002	DED000449	0.0
846	DED000002	DED000450	0.42857142857142855
847	DED000002	DED000451	0.07692307692307693
848	DED000002	DED000454	0.07692307692307693
849	DED000002	DED000459	0.05555555555555555
850	DED000002	DED000460	0.19047619047619047
851	DED000002	DED000461	0.06666666666666667
852	DED000002	DED000463	0.07692307692307693
853	DED000002	DED000464	0.15217391304347827
854	DED000002	DED000465	0.14545454545454545
855	DED000002	DED000466	0.030303030303030304
856	DED000002	DED000467	0.1875
857	DED000002	DED000470	0.04225352112676056
858	DED000002	DED000472	0.0
859	DED000002	DED000474	0.04790419161676647
860	DED000002	DED000479	0.14814814814814814
861	DED000002	DED000482	0.030303030303030304
862	DED000002	DED000483	0.18518518518518517
863	DED000002	DED000484	0.20833333333333334
864	DED000002	DED000486	0.23809523809523808
865	DED000002	DED000490	0.1875
866	DED000002	DED000493	0.061224489795918366
867	DED000002	DED000496	0.1875
868	DED000002	DED000497	0.25
869	DED000002	DED000499	0.07142857142857142
870	DED000002	DED000501	0.07692307692307693
871	DED000002	DED000503	0.058823529411764705
872	DED000002	DED000506	0.15384615384615385
873	DED000002	DED000507	0.13636363636363635
874	DED000002	DED000510	0.1
875	DED000002	DED000512	0.08695652173913043
876	DED000002	DED000513	0.11428571428571428
877	DED000002	DED000515	0.15384615384615385
878	DED000002	DED000516	0.058823529411764705
879	DED000002	DED000518	0.0
880	DED000002	DED000526	0.15
881	DED000002	DED000529	0.10526315789473684
882	DED000002	DED000536	0.08571428571428572
883	DED000002	DED000537	0.07317073170731707
884	DED000002	DED000542	0.3333333333333333
885	DED000002	DED000543	0.2
886	DED000002	DED000545	0.4230769230769231
887	DED000002	DED000547	0.0
888	DED000002	DED000549	0.0
889	DED000002	DED000550	0.0196078431372549
890	DED000002	DED000555	0.1875
891	DED000002	DED000557	0.03571428571428571
892	DED000002	DED000563	0.05714285714285714
893	DED000002	DED000568	0.09411764705882353
894	DED000002	DED000569	0.1388888888888889
895	DED000002	DED000570	0.04854368932038835
896	DED000002	DED000571	0.25
897	DED000002	DED000572	0.058823529411764705
898	DED000002	DED000573	0.05263157894736842
899	DED000002	DED000574	0.05714285714285714
900	DED000002	DED000575	0.12195121951219512
901	DED000002	DED000576	0.16
902	DED000002	DED000577	0.1111111111111111
903	DED000002	DED000578	0.06451612903225806
904	DED000002	DED000579	0.21739130434782608
905	DED000002	DED000580	0.1702127659574468
906	DED000002	DED000581	0.1
907	DED000002	DED000582	0.11764705882352941
908	DED000002	DED000583	0.10344827586206896
909	DED000002	DED000584	0.27586206896551724
910	DED000002	DED000585	0.11538461538461539
911	DED000002	DED000587	0.07407407407407407
912	DED000002	DED000588	0.1
913	DED000002	DED000589	0.3076923076923077
914	DED000002	DED000590	0.125
915	DED000002	DED000592	0.08163265306122448
916	DED000002	DED000593	0.15789473684210525
917	DED000002	DED000594	0.0989010989010989
918	DED000002	DED000596	0.041666666666666664
919	DED000002	DED000597	0.033707865168539325
920	DED000002	DED000598	0.19230769230769232
921	DED000002	DED000599	0.11764705882352941
922	DED000002	DED000600	0.1724137931034483
923	DED000002	DED000601	0.07894736842105263
924	DED000002	DED000602	0.047619047619047616
925	DED000002	DED000603	0.0
926	DED000002	DED000604	0.04938271604938271
927	DED000002	DED000605	0.1111111111111111
928	DED000002	DED000606	0.1111111111111111
929	DED000002	DED000607	0.045454545454545456
930	DED000002	DED000608	0.35294117647058826
931	DED000002	DED000609	0.2
932	DED000002	DED000611	0.15942028985507245
933	DED000002	DED000612	0.08695652173913043
934	DED000002	DED000613	0.045454545454545456
935	DED000002	DED000614	0.125
936	DED000002	DED000615	0.05970149253731343
937	DED000002	DED000616	0.039473684210526314
938	DED000002	DED000617	0.15625
939	DED000002	DED000618	0.0641025641025641
940	DED000002	DED000619	0.2857142857142857
941	DED000002	DED000620	0.0625
942	DED000002	DED000622	0.3076923076923077
943	DED000002	DED000623	0.0547945205479452
944	DED000002	DED000624	0.2
945	DED000002	DED000625	0.16666666666666666
946	DED000002	DED000626	0.13333333333333333
947	DED000002	DED000627	0.08
948	DED000002	DED000628	0.0
949	DED000002	DED000631	0.05
950	DED000002	DED000632	0.125
951	DED000002	DED000633	0.1111111111111111
952	DED000002	DED000634	0.125
953	DED000002	DED000636	0.07142857142857142
954	DED000002	DED000637	0.11538461538461539
955	DED000002	DED000638	0.21428571428571427
956	DED000002	DED000639	0.10526315789473684
957	DED000002	DED000641	0.13793103448275862
958	DED000002	DED000643	0.36
959	DED000002	DED000645	0.07272727272727272
960	DED000002	DED000646	0.06060606060606061
961	DED000002	DED000647	0.08888888888888889
962	DED000002	DED000649	0.13157894736842105
963	DED000002	DED000650	0.08333333333333333
964	DED000002	DED000651	0.0425531914893617
965	DED000002	DED000652	0.2608695652173913
966	DED000002	DED000654	0.10810810810810811
967	DED000002	DED000655	0.09090909090909091
968	DED000002	DED000656	0.17647058823529413
969	DED000002	DED000657	0.10294117647058823
970	DED000002	DED000661	0.14285714285714285
971	DED000002	DED000662	0.2222222222222222
972	DED000002	DED000665	0.10526315789473684
973	DED000002	DED000666	0.15217391304347827
974	DED000002	DED000667	0.043478260869565216
975	DED000002	DED000668	0.14285714285714285
976	DED000002	DED000669	0.1111111111111111
977	DED000002	DED000670	0.09090909090909091
978	DED000002	DED000671	0.2222222222222222
979	DED000002	DED000672	0.1111111111111111
980	DED000002	DED000673	0.21212121212121213
981	DED000002	DED000674	0.21212121212121213
982	DED000002	DED000675	0.08
983	DED000002	DED000681	0.0
984	DED000002	DED000685	0.031746031746031744
985	DED000002	DED000687	0.0
986	DED000002	DED000688	0.17647058823529413
987	DED000002	DED000690	0.125
988	DED000002	DED000691	0.05555555555555555
989	DED000002	DED000692	0.07692307692307693
990	DED000002	DED000694	0.05263157894736842
991	DED000002	DED000698	0.16666666666666666
992	DED000002	DED000699	0.10344827586206896
993	DED000002	DED000700	0.12121212121212122
994	DED000002	DED000701	0.05263157894736842
995	DED000002	DED000702	0.13333333333333333
996	DED000002	DED000703	0.07692307692307693
997	DED000002	DED000704	0.15384615384615385
998	DED000002	DED000705	0.07142857142857142
999	DED000002	DED000707	0.041666666666666664
1000	DED000002	DED000709	0.21428571428571427
1001	DED000002	DED000711	0.05405405405405406
1002	DED000002	DED000713	0.14814814814814814
1003	DED000002	DED000714	0.125
1004	DED000002	DED000715	0.25
1005	DED000002	DED000716	0.391304347826087
1006	DED000002	DED000717	0.17391304347826086
1007	DED000002	DED000718	0.1076923076923077
1008	DED000002	DED000719	0.14285714285714285
1009	DED000002	DED000722	0.06666666666666667
1010	DED000002	DED000723	0.10476190476190476
1011	DED000002	DED000725	0.18333333333333332
1012	DED000002	DED000728	0.42105263157894735
1013	DED000002	DED000729	0.23076923076923078
1014	DED000002	DED000731	0.09722222222222222
1015	DED000002	DED000733	0.23809523809523808
1016	DED000002	DED000736	0.046875
1017	DED000002	DED000738	0.05
1018	DED000002	DED000739	0.16
1019	DED000002	DED000741	0.1206896551724138
1020	DED000002	DED000742	0.08928571428571429
1021	DED000002	DED000744	0.02040816326530612
1022	DED000002	DED000747	0.25
1023	DED000002	DED000748	0.0851063829787234
1024	DED000002	DED000750	0.043478260869565216
1025	DED000002	DED000751	0.23529411764705882
1026	DED000002	DED000754	0.10526315789473684
1027	DED000002	DED000758	0.0
1028	DED000002	DED000763	0.07692307692307693
1029	DED000002	DED000766	0.26666666666666666
1030	DED000002	DED000768	0.14285714285714285
1031	DED000002	DED000771	0.19047619047619047
1032	DED000002	DED000772	0.07142857142857142
1033	DED000002	DED000774	0.10526315789473684
1034	DED000002	DED000776	0.1206896551724138
1035	DED000002	DED000780	0.07407407407407407
1036	DED000002	DED000785	0.06918238993710692
1037	DED000002	DED000794	0.1111111111111111
1038	DED000002	DED000795	0.07692307692307693
1039	DED000002	DED000796	0.0
1040	DED000002	DED000799	0.08
1041	DED000002	DED000800	0.0
1042	DED000002	DED000803	0.07142857142857142
1043	DED000002	DED000804	0.2
1044	DED000002	DED000805	0.10344827586206896
1045	DED000002	DED000806	0.5238095238095238
1046	DED000002	DED000807	0.038461538461538464
1047	DED000002	DED000808	0.15384615384615385
1048	DED000002	DED000809	0.2631578947368421
1049	DED000002	DED000810	0.13636363636363635
1050	DED000002	DED000812	0.06666666666666667
1051	DED000002	DED000813	0.0
1052	DED000002	DED000815	0.07692307692307693
1053	DED000002	DED000816	0.15
1054	DED000002	DED000817	0.19230769230769232
1055	DED000002	DED000819	0.07142857142857142
1056	DED000002	DED000820	0.14285714285714285
1057	DED000002	DED000821	0.0
1058	DED000002	DED000822	0.07142857142857142
1059	DED000002	DED000823	0.07142857142857142
1060	DED000002	DED000824	0.06818181818181818
1061	DED000002	DED000825	0.10416666666666667
1062	DED000002	DED000826	0.35714285714285715
1063	DED000002	DED000827	0.21052631578947367
1064	DED000002	DED000828	0.07692307692307693
1065	DED000002	DED000829	0.07692307692307693
1066	DED000002	DED000830	0.1111111111111111
1067	DED000002	DED000831	0.07142857142857142
1068	DED000002	DED000833	0.1111111111111111
1069	DED000002	DED000834	0.13953488372093023
1070	DED000002	DED000835	0.13131313131313133
1071	DED000002	DED000836	0.0
1072	DED000002	DED000837	0.0
1073	DED000002	DED000838	0.07142857142857142
1074	DED000002	DED000840	0.058823529411764705
1075	DED000002	DED000843	0.08
1076	DED000002	DED000844	0.13333333333333333
1077	DED000002	DED000846	0.0625
1078	DED000002	DED000847	0.15789473684210525
1079	DED000002	DED000848	0.2903225806451613
1080	DED000002	DED000849	0.05555555555555555
1081	DED000002	DED000850	0.15384615384615385
1082	DED000002	DED000851	0.0
1083	DED000002	DED000853	0.16129032258064516
1084	DED000002	DED000854	0.1
1085	DED000002	DED000855	0.16216216216216217
1086	DED000002	DED000856	0.0
1087	DED000002	DED000858	0.34615384615384615
1088	DED000002	DED000859	0.0
1089	DED000002	DED000860	0.125
1090	DED000002	DED000861	0.08108108108108109
1091	DED000002	DED000864	0.29411764705882354
1092	DED000002	DED000865	0.0625
1093	DED000002	DED000866	0.0625
1094	DED000002	DED000867	0.21428571428571427
1095	DED000002	DED000868	0.06382978723404255
1096	DED000002	DED000869	0.07142857142857142
1097	DED000002	DED000874	0.2631578947368421
1098	DED000002	DED000876	0.10526315789473684
1099	DED000002	DED000878	0.038461538461538464
1100	DED000002	DED000880	0.0
1101	DED000002	DED000881	0.05263157894736842
1102	DED000002	DED000884	0.17647058823529413
1103	DED000002	DED000886	0.42857142857142855
1104	DED000002	DED000892	0.14285714285714285
1105	DED000002	DED000893	0.058823529411764705
1106	DED000002	DED000895	0.13043478260869565
1107	DED000002	DED000900	0.25
1108	DED000002	DED000902	0.16666666666666666
1109	DED000002	DED000905	0.0
1110	DED000002	DED000906	0.07692307692307693
1111	DED000002	DED000907	0.0
1112	DED000002	DED000910	0.13043478260869565
1113	DED000002	DED000911	0.06666666666666667
1114	DED000002	DED000912	0.08695652173913043
1115	DED000002	DED000914	0.043478260869565216
1116	DED000002	DED000915	0.0449438202247191
1117	DED000002	DED000917	0.023809523809523808
1118	DED000002	DED000919	0.0
1119	DED000002	DED000921	0.0
1120	DED000002	DED000923	0.08163265306122448
1121	DED000002	DED000925	0.21212121212121213
1122	DED000002	DED000926	0.26666666666666666
1123	DED000002	DED000927	0.11267605633802817
1124	DED000002	DED000928	0.10344827586206896
1125	DED000002	DED000929	0.06521739130434782
1126	DED000002	DED000930	0.07142857142857142
1127	DED000002	DED000931	0.16666666666666666
1128	DED000002	DED000932	0.14864864864864866
1129	DED000002	DED000934	0.09803921568627451
1130	DED000002	DED000937	0.04
1131	DED000002	DED000940	0.11538461538461539
1132	DED000002	DED000941	0.10810810810810811
1133	DED000002	DED000944	0.16666666666666666
1134	DED000002	DED000946	0.2
1135	DED000002	DED000951	0.1282051282051282
1136	DED000002	DED000961	0.15384615384615385
1137	DED000002	DED000964	0.13333333333333333
1138	DED000002	DED000969	0.13513513513513514
1139	DED000002	DED000970	0.0
1140	DED000002	DED000972	0.125
1141	DED000002	DED000974	0.041666666666666664
1142	DED000002	DED000976	0.0
1143	DED000002	DED000979	0.03225806451612903
1144	DED000002	DED000981	0.17307692307692307
1145	DED000002	DED000986	0.13333333333333333
1146	DED000002	DED000993	0.15384615384615385
1147	DED000002	DED000995	0.07142857142857142
1148	DED000002	DED000997	0.10185185185185185
1149	DED000002	DED001000	0.10714285714285714
1150	DED000002	DED001001	0.0
1151	DED000002	DED001007	0.125
1152	DED000002	DED001015	0.08695652173913043
1153	DED000002	DED001026	0.043478260869565216
1154	DED000002	DED001027	0.06666666666666667
1155	DED000002	DED001029	0.0
1156	DED000004	DED000006	0.0
